,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
9614,Delivery,2023/BZP 00057687,True,„zakup i dostawę prasy krajowej i zagranicznej”,"22200000-2 (Gazety, dzienniki, czasopisma i magazyny),79980000-7 (Usługi prenumeraty)","{'4.3.1)': 362764.45, '4.5.5.)': 222854.84, '6.2.)': 222854.84, '6.3.)': 222854.84, '6.4.)': 222854.84, '8.2.)': 222854.84}",2
9615,Delivery,2023/BZP 00057692,True,Dostawa sprzętu medycznego jednorazowego i wielorazowego użytku oraz materiałów medycznych do EKG i EEG,33100000-1 (Urządzenia medyczne),"{'4.3.)': 407873.55, '4.3.1)': 388451.0, '4.5.5.)': 29330.0, '6.2.)': 20034.0, '6.3.)': 29330.64, '6.4.)': 20034.0, '8.2.)': 20034.0}",18
9616,Services,2023/BZP 00057701,True,Świadczenie usług w zakresie badań profilaktycznych dla osób skierowanych na badania przez Lubelskie Centrum Ekonomiczno-Administracyjne Oświaty oraz jednostki obsługiwane w latach 2023 – 2024,"85147000-1 (Usługi zdrowotne świadczone dla firm),85121000-3 (Usługi medyczne)","{'4.3.)': 451753.2, '6.2.)': 640868.0, '6.3.)': 640868.0, '6.4.)': 640868.0, '8.2.)': 640868.0}",1
9617,Delivery,2023/BZP 00057704,True,"Sprzedaż i dostawa mrożonych warzyw, owoców oraz ryb i przetworów rybnych","15331170-9 (Warzywa mrożone),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15235000-4 (Ryby konserwowane)","{'4.3.)': 137173.47, '6.2.)': 73402.5, '6.3.)': 73402.5, '6.4.)': 73402.5}",2
9618,Delivery,2023/BZP 00057706,True,"Dostawa artykułów spożywczych, artykułów mleczarskich oraz wyrobów piekarskich dla Domu Pomocy Społecznej w Strzałkowie na
2023r.”","15800000-6 (Różne produkty spożywcze),15500000-3 (Produkty mleczarskie),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie)","{'4.3.)': 463098.66, '4.5.5.)': 190670.66, '6.2.)': 190670.66, '6.3.)': 190670.66, '6.4.)': 190670.66, '8.2.)': 190670.66}",3
9619,Works,2023/BZP 00057731,True,Wynajem wraz z obsługą operatorską sprzętu do bieżącego utrzymania dróg wojewódzkich administrowanych przez                        RDW Nidzica z podziałem na części (3).,45500000-2 (Wynajem maszyn i urządzeń wraz z obsługą operatorską do prowadzenia robót z zakresu budownictwa oraz inżynierii wodnej i lądowej),"{'4.3.)': 48640.0, '4.5.5.)': 15500.0, '6.2.)': 21475.8, '6.3.)': 21475.8, '6.4.)': 21475.8, '8.2.)': 21475.8}",2
9620,Delivery,2023/BZP 00057738,True,"Dostawa drobiu świeżego i wędlin drobiowych do Domu Pomocy Społecznej ""Kalina"" w Lublinie","15100000-9 (Produkty zwierzęce, mięso i produkty mięsne)","{'4.3.)': 51300.48, '6.2.)': 48550.5, '6.3.)': 48550.5, '6.4.)': 48550.5, '8.2.)': 48550.5}",1
9621,Delivery,2023/BZP 00057747,True,"Sukcesywną dostawę wody do spożycia 
dla Miejskiego Ośrodka Sportu i Rekreacji w 2023 r.",41000000-9 (Woda zlewnicza i oczyszczona),"{'4.3.)': 238823.92, '6.2.)': 257929.83, '6.3.)': 257929.83, '6.4.)': 257929.83, '8.2.)': 257929.83}",1
9622,Delivery,2023/BZP 00057750,True,"Zakup paliw do pojazdów samochodowych i sprzętu mechanicznego będących własnością Gminy Strawczyn, ZGK, Gminnego Ośrodka Pomocy Społecznej oraz OSP z terenu gminy Strawczyn w 2023 r","09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)","{'4.3.)': 349408.33, '4.5.5.)': 43886.11, '6.2.)': 314480.0, '6.3.)': 314480.0, '6.4.)': 314480.0, '8.2.)': 314480.0}",1
9623,Services,2023/BZP 00057754,True,"Obsługa instruktorska zajęć: nauka pływania dla dzieci, młodzieży i dorosłych na obiekcie Miejskiego Ośrodka Sportu i Rekreacji w Stalowej Woli – część IX zamówienia",92600000-7 (Usługi sportowe),{'4.3.1)': 34334.5},1
9624,Delivery,2023/BZP 00057759,True,„Dostawa oleju opałowego do obiektów użyteczności publicznej na terenie Gminy Somonino w sezonie grzewczym 2023”,09135100-5 (Olej opałowy),"{'6.2.)': 769625.0, '6.3.)': 770800.0, '6.4.)': 769625.0, '8.2.)': 769625.0}",1
9625,Services,2023/BZP 00057765,True,Wdrożenie zmian dotyczących aplikacji Moje Portfolio po badaniu użytkowników,"72000000-5 (Usługi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia)","{'4.3.)': 541325.0, '6.2.)': 251227.5, '6.3.)': 251227.5, '6.4.)': 251227.5, '8.2.)': 251227.5}",1
9626,Works,2023/BZP 00057775,True,Rewitalizacja obszarów zdegradowanych w centrum Moniek,"45112710-5 (Roboty w zakresie kształtowania terenów zielonych),45311200-2 (Roboty w zakresie instalacji elektrycznych)","{'4.5.5.)': 147638.88, '6.2.)': 301581.14, '6.4.)': 301581.14, '8.2.)': 301581.14}",2
9628,Services,2023/BZP 00057793,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 6",85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),"{'4.3.)': 82080.0, '8.2.)': 82080.0}",1
9629,Delivery,2023/BZP 00057798,True,"Sukcesywna dostawa artykułów żywieniowych dla stołówki Przedszkola Publicznego w Boguchwale ul. Techniczna 1A, 36-040 Boguchwała ( 6 części ) w roku 2023","15800000-6 (Różne produkty spożywcze),03142500-3 (Jaja),03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy),03220000-9 (Warzywa, owoce i orzechy),03221100-7 (Warzywa korzeniowe i bulwiaste),03222200-5 (Owoce cytrusowe),15500000-3 (Produkty mleczarskie),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15110000-2 (Mięso),15112100-7 (Świeży drób),15131130-5 (Wędliny),15131500-0 (Produkty drobiowe),15896000-5 (Produkty głęboko mrożone),15221000-3 (Ryby mrożone),15200000-0 (Ryby przetworzone i konserwowane),03311000-2 (Ryby)","{'4.3.)': 322493.21, '4.3.1)': 321392.1, '4.5.5.)': 33218.0, '6.2.)': 33218.0, '6.3.)': 35913.0, '6.4.)': 33218.0, '8.2.)': 33218.0}",6
9630,Services,2023/BZP 00057807,True,świadczenie usług w zakresie przygotowywania  i  dostarczania posiłków na bazie przyjętych w  dzierżawę pomieszczeń i wyposażenia  kuchennego,"55321000-6 (Usługi przygotowywania posiłków),55322000-3 (Usługi gotowania posiłków)","{'6.2.)': 2177280.0, '6.3.)': 2177280.0, '6.4.)': 2177280.0, '8.2.)': 2177280.0}",1
9632,Services,2023/BZP 00057814,True,Zimowe utrzymanie dróg gminnych i wewnętrznych oraz chodników na terenie Gminy Olszanica w okresie zimowym 2022/2023,"90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń)","{'4.3.1)': 352480.1, '4.5.5.)': 116771.22, '6.2.)': 116771.22, '6.3.)': 116771.22, '6.4.)': 116771.22, '8.2.)': 116771.22}",7
9634,Delivery,2023/BZP 00057824,True,"Dostawa pieczywa, warzyw strączkowych i produktów sojowych
do Zakładu Karnego w Czerwonym Borze","15811100-7 (Chleb),15811000-6 (Pieczywo),15812200-5 (Ciasta),15820000-2 (Sucharki i herbatniki; wyroby piekarskie i ciastkarskie o przedłużonej trwałości),15331130-7 (Fasola, groch, papryki, pomidory i pozostałe warzywa),15610000-7 (Produkty przemiału ziarna)","{'4.3.)': 597045.0, '4.5.5.)': 49390.0, '6.2.)': 68665.32, '6.3.)': 128500.0, '6.4.)': 68665.32, '8.2.)': 68665.32}",3
9635,Delivery,2023/BZP 00057826,True,Dostawa endoprotez i wyrobów ortopedycznych wraz z użyczeniem instrumentarium do Szpitala Powiatowego im. PCK w Nisku,"33183200-8 (Protezy ortopedyczne),33141770-8 (Wyroby używane w przypadku złamań, śruby i płyty),33183300-9 (Urządzenia do osteosyntezy),33183000-6 (Dodatkowe wyroby ortopedyczne),33141640-8 (Dreny)","{'4.5.5.)': 4068.5, '6.2.)': 47503.8, '6.3.)': 47503.8, '6.4.)': 47503.8, '8.2.)': 47503.8}",13
9636,Services,2023/BZP 00057828,True,Świadczenie usług pocztowych w obrocie krajowym i zagranicznym na rzecz Gminy Gierałtowice w 2023 roku,"64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek)","{'4.3.)': 177308.73, '6.2.)': 178274.68, '6.3.)': 178274.68, '6.4.)': 178274.68, '8.2.)': 178274.68}",1
9637,Services,2023/BZP 00057831,False,"Odbieranie i zagospodarowanie odpadów komunalnych od właścicieli nieruchomości zamieszkałych na terenie Gminy Sieraków w okresie od 1 stycznia 2023 roku do 31 grudnia
2023 roku","90511000-2 (Usługi wywozu odpadów),34928480-6 (Pojemniki i kosze na odpady i śmieci),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90514000-3 (Usługi recyklingu odpadów)","{'4.3.)': 2000000.0, '6.2.)': 1800000.0, '6.3.)': 1800000.0, '6.4.)': 1800000.0, '8.2.)': 1800000.0}",1
9638,Services,2023/BZP 00057846,True,Zatrudnienie dwóch lekarzy na udzielanie świadczeń zdrowotnych w zakresie medycyny pracy,85121200-5 (Specjalistyczne usługi medyczne),"{'4.3.1)': 149760.0, '4.5.5.)': 748800.0, '6.2.)': 74880.0, '6.3.)': 74880.0, '6.4.)': 74880.0, '8.2.)': 74880.0}",2
9639,Services,2023/BZP 00057847,True,Usługi opieki pielęgniarskiej dla 7 pacjentów w Długoterminowej Opiece Domowej dzieci wentylowanych mechanicznie,85100000-0 (Usługi ochrony zdrowia),"{'4.3.1)': 172000.01, '4.5.5.)': 24571.43, '6.2.)': 50.0, '6.3.)': 50.0, '6.4.)': 50.0}",5
9640,Services,2023/BZP 00057849,True,"Świadczenie usług transportowych na potrzeby Zakładu Produkcji Wód
w 2023 r.",60100000-9 (Usługi w zakresie transportu drogowego),"{'4.3.)': 592048.2, '4.5.5.)': 144574.2, '6.2.)': 154758.6, '6.3.)': 154758.6, '6.4.)': 154758.6, '8.2.)': 154758.6}",3
9642,Delivery,2023/BZP 00057872,True,"Bezgotówkowy zakup paliwa PB 95, jako paliwo silnikowe, oleju napędowego dla potrzeb Urzędu Miejskiego w Kruszwicy","09132100-4 (Benzyna bezołowiowa),09134000-7 (Oleje napędowe)","{'4.3.)': 140263.2, '6.2.)': 180280.0, '6.3.)': 180280.0, '6.4.)': 180280.0, '8.2.)': 182160.0}",1
9643,Delivery,2023/BZP 00057878,True,"DOSTAWA MASEK OCHRONNYCH, UBRAŃ CHIRURGICZNYCH ORAZ ZESTAWÓW OPERACYJNYCH 
 dla Mazowieckiego Szpitala Specjalistycznego 
Spółka z ograniczoną odpowiedzialnością","33141000-0 (Jednorazowe, niechemiczne artykuły medyczne i hematologiczne)","{'4.3.1)': 194933.52, '4.5.5.)': 13850.0, '6.2.)': 5339.52, '6.3.)': 5339.52, '6.4.)': 5339.52, '8.2.)': 5339.52}",2
9645,Delivery,2023/BZP 00057886,True,Sprzedaż i dostawa produktów mleczarskich - 3 zadania,15500000-3 (Produkty mleczarskie),"{'4.3.)': 122946.81, '6.3.)': 32512.47}",3
9647,Services,2023/BZP 00057889,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 2","85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85121100-4 (Ogólne usługi lekarskie)","{'4.3.)': 148320.0, '8.2.)': 148320.0}",1
9648,Services,2023/BZP 00057897,False,„Odbieranie odpadów komunalnych od właścicieli nieruchomości zamieszkałych z terenu Gminy Radków oraz ich transport do instalacji przetwarzania odpadów wskazanych przez Zamawiającego“.,"90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90512000-9 (Usługi transportu odpadów),90511000-2 (Usługi wywozu odpadów)","{'6.2.)': 1619630.34, '6.3.)': 1619630.34, '6.4.)': 1619630.34, '8.2.)': 1619630.34}",1
9649,Services,2023/BZP 00057898,True,"ZWR-139/22 Usługa światłowodowego dostępu do zasobów krajowej, naukowej sieci szerokopasmowej PIONIER, 
w tym zasobów europejskiej sieci naukowej GEANT, a także miejskiej sieci komputerowej POZMAN",72400000-4 (Usługi internetowe),"{'6.2.)': 217351.32, '6.4.)': 217351.32, '8.2.)': 217351.32}",1
9650,Delivery,2023/BZP 00057901,True,System do oceny przebudowy struktury kostnej poprzez pomiar gęstości kości metodą QCT z obrazów TK kompatybilny z tomografem Aquillion One dla potrzeb SPSK im. prof. Adama Grucy w Otwocku,33162200-5 (Przyrządy używane na salach operacyjnych),"{'6.3.)': 258.009, '8.2.)': 258009.0}",1
9651,Delivery,2023/BZP 00057903,True,Sukcesywna dostawa żywności do stołówki Szkoły Podstawowej im. Marii Zientary – Malewskiej z Oddziałami Dwujęzycznymi w Dywitach,"03142500-3 (Jaja),15800000-6 (Różne produkty spożywcze),15500000-3 (Produkty mleczarskie),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),03310000-5 (Ryby, skorupiaki i produkty wodne)","{'4.5.5.)': 154670.0, '6.2.)': 147277.6, '6.3.)': 147277.6, '6.4.)': 147277.6, '8.2.)': 147277.6}",4
9653,Delivery,2023/BZP 00057909,True,"Dostawy mięsa,wędlin i drobiu dla Domu Pomocy Społecznej w Ołdakach w I półroczu 2023.","15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15110000-2 (Mięso),15130000-8 (Produkty mięsne),15131130-5 (Wędliny),15112000-6 (Drób)","{'6.2.)': 84059.92, '6.3.)': 113919.0, '6.4.)': 84059.92, '8.2.)': 84059.92}",1
9654,Services,2023/BZP 00057922,True,Usługi ubezpieczenia Spółki ECO SOPOT - 2 zadania,"66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66515200-5 (Usługi ubezpieczenia własności)","{'6.2.)': 59176.15, '6.4.)': 59176.15, '8.2.)': 59176.15}",2
9655,Delivery,2023/BZP 00057928,True,Dostawa urządzeń do diagnostyki sercowo-naczyniowej w podziale na pakiety,33195000-3 (System monitorowania pacjentów),"{'4.3.)': 3799.75, '4.5.5.)': 2950.68, '6.2.)': 18370.8, '6.3.)': 31206.6, '6.4.)': 18370.8, '8.2.)': 18370.8}",1
9657,Works,2023/BZP 00057939,True,"""Budowa garażu typu lekkiego dla 155 mm sh „KRAB” w K-2016 na potrzeby Centrum Szkolenia Artylerii i Uzbrojenia w Toruniu” – zadanie 11832.",45000000-7 (Roboty budowlane),"{'6.2.)': 3622416.63, '6.3.)': 5137378.71, '6.4.)': 3622416.63, '8.2.)': 3622416.68}",1
9658,Works,2023/BZP 00057940,True,Dostosowanie lokalu użytkowego na potrzeby Centrum Zdrowia Psychicznego,"45000000-7 (Roboty budowlane),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45232460-4 (Roboty sanitarne),45311200-2 (Roboty w zakresie instalacji elektrycznych),45331100-7 (Instalowanie centralnego ogrzewania),45331200-8 (Instalowanie urządzeń wentylacyjnych i klimatyzacyjnych),45314320-0 (Instalowanie okablowania komputerowego)","{'6.2.)': 598817.26, '6.3.)': 829963.02, '6.4.)': 598817.26, '8.2.)': 598817.26}",1
9659,Delivery,2023/BZP 00057942,True,SUKCESYWNE DOSTAWY ART.  SPOŻYWCZYCH DO SIEDZIBY MŁODZIEŻOWEGO OŚRODKA WYCHOWAWCZEGO W PODGŁĘBOKIEM,"15300000-1 (Owoce, warzywa i podobne produkty),15331000-7 (Warzywa przetworzone),15331170-9 (Warzywa mrożone)","{'4.3.)': 357855.44, '4.3.1)': 15348.96, '4.5.5.)': 2708.64, '6.2.)': 13693.1, '6.3.)': 13693.1, '6.4.)': 13693.1, '8.2.)': 13693.1}",1
9660,Services,2023/BZP 00057946,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 4","85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85121100-4 (Ogólne usługi lekarskie)","{'4.3.)': 103680.0, '8.2.)': 103680.0}",1
9661,Services,2023/BZP 00057949,True,Opracowanie ekspertyzy technicznej wraz z wykonaniem inwentaryzacji architektoniczno-budowlanej wybranych wielorodzinnych budynków mieszkalnych w Siemianowicach Śląskich.,"71621000-7 (Usługi w zakresie analizy lub konsultacji technicznej),71310000-4 (Doradcze usługi inżynieryjne i budowlane)","{'4.5.5.)': 124453.33, '6.2.)': 46312.82, '6.3.)': 76721.25, '6.4.)': 46312.82, '8.2.)': 46312.82}",5
9663,Services,2023/BZP 00057955,True,"Publikacja ogłoszeń Urzędu Miejskiego Wrocławia w prasie jednocześnie w drugim tytule prasowym  o zasięgu ogólnopolskim, wojewódzkim i lokalnym.",79970000-4 (Usługi publikacji),"{'6.2.)': 0.42, '6.3.)': 0.97, '6.4.)': 0.42, '8.2.)': 61500.0}",1
9665,Delivery,2023/BZP 00057965,True,Zakup i sukcesywna dostawa oleju opałowego lekkiego do Zespołu Szkolno-Przedszkolnego Nr 2 w Białymstoku w roku 2023,09135100-5 (Olej opałowy),"{'6.2.)': 315741.0, '6.3.)': 321583.5, '6.4.)': 315741.0, '8.2.)': 568333.8}",1
9667,Works,2023/BZP 00057976,True,Remont elewacji wschodniej budynku Wojewódzkiej Stacji Sanitarno - Epidemiologicznej w Rzeszowie,"45000000-7 (Roboty budowlane),45321000-3 (Izolacja cieplna),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45410000-4 (Tynkowanie),45420000-7 (Roboty w zakresie zakładania stolarki budowlanej oraz roboty ciesielskie),45453000-7 (Roboty remontowe i renowacyjne)","{'6.2.)': 983533.79, '6.3.)': 998458.25, '6.4.)': 983533.79, '8.2.)': 983533.79}",1
9669,Services,2023/BZP 00057985,True,Wykonanie operatów szacunkowych wraz z dokumentacją fotograficzną kolorową – zamówienie polegające na powtórzeniu podobnych usług do części 1 i 2 zamówienia podstawowego OR-10.271.116.2021.,71319000-7 (Usługi biegłych),"{'4.3.)': 81320.0, '6.2.)': 216.0, '6.3.)': 216.0, '6.4.)': 216.0, '8.2.)': 82080.0}",1
9670,Works,2023/BZP 00057995,True,Modernizacja instalacji centralnego ogrzewania w budynku WSSE  w Rzeszowie,"45331100-7 (Instalowanie centralnego ogrzewania),44621110-3 (Grzejniki centralnego ogrzewania),45300000-0 (Roboty instalacyjne w budynkach),45000000-7 (Roboty budowlane),45453000-7 (Roboty remontowe i renowacyjne),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45410000-4 (Tynkowanie)","{'4.3.)': 387000.0, '6.2.)': 384200.0, '6.3.)': 1210320.0, '6.4.)': 427801.06, '8.2.)': 427804.06}",1
9671,Services,2023/BZP 00057998,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 10",85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),"{'4.3.)': 51840.0, '8.2.)': 51840.0}",1
9672,Services,2023/BZP 00058006,True,Kompleksowe ubezpieczenie mienia i odpowiedzialności cywilnej Przedsiębiorstwa Komunalnego Pegimek Sp. z o.o.,66510000-8 (Usługi ubezpieczeniowe),"{'4.5.5.)': 215974.8, '6.2.)': 160344.0, '6.3.)': 198894.96, '6.4.)': 160344.0, '8.2.)': 265088.13}",2
9673,Delivery,2023/BZP 00058018,True,Dostawa paliw płynnych,"09132100-4 (Benzyna bezołowiowa),09134100-8 (Olej napędowy)","{'6.2.)': 182211.4, '6.3.)': 182211.4, '6.4.)': 182211.4, '8.2.)': 182211.4}",1
9674,Services,2023/BZP 00058023,True,"Świadczenie usług zdrowotnych osobom doprowadzonym do wytrzeźwienia
w Ośrodku Wczesnej Interwencji dla Osób z Problem Alkoholowym i ich Rodzin
w zakresie Części nr 5","85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85121100-4 (Ogólne usługi lekarskie)","{'4.3.)': 86400.0, '8.2.)': 86400.0}",1
9675,Services,2023/BZP 00058027,True,"Wywóz w latach 2023/2024 odpadów wielkogabarytowych, poremontowych oraz innych odpadów, składowanych na terenie posesji zarządzanych przez ZBiLK w Szczecinie, w  dawnym Rejonie 2, 3, 7","90513200-8 (Usługi wywozu stałych odpadów miejskich),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych)","{'4.3.)': 423720.16, '4.3.1)': 141297.98, '6.2.)': 159198.0, '6.3.)': 202631.0, '6.4.)': 159198.0, '8.2.)': 159198.0}",1
9676,Delivery,2023/BZP 00058030,True,Dostawa mebli gotowych i na wymiar do domu studenckiego SWWS– nr sprawy 31/zp/22,"39140000-5 (Meble domowe),39151000-5 (Meble różne),39711100-0 (Chłodziarki i zamrażarki),39516100-3 (Meble tapicerowane)","{'4.3.)': 507134.78, '4.5.5.)': 17532.76, '6.2.)': 454413.66, '6.3.)': 1087627.5, '6.4.)': 454413.66, '8.2.)': 454413.66}",1
9677,Services,2023/BZP 00058035,True,"Opieka nad bezdomnymi zwierzętami w zakresie odłapywania, transportu do schroniska oraz utrzymywania bezdomnych zwierząt z terenu Gminy Ozorków w 2023 r.","98380000-0 (Usługi psiarni),85200000-1 (Usługi weterynaryjne),85210000-3 (Ośrodki pielęgnowania zwierząt domowych)","{'6.2.)': 195137.75, '6.3.)': 195137.75, '6.4.)': 195137.75, '8.2.)': 187728.25}",1
9678,Delivery,2023/BZP 00058049,True,"„Dostawa artykułów spożywczych w 2023r. dla Domu Pomocy Społecznej 
„ Pod Dębem"" w Dąbrowie Górniczej, ul. Norwida 1.”","15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),03220000-9 (Warzywa, owoce i orzechy),15896000-5 (Produkty głęboko mrożone),03311000-2 (Ryby),15131100-6 (Produkty mięsno-wędliniarskie),15500000-3 (Produkty mleczarskie),03142500-3 (Jaja),15800000-6 (Różne produkty spożywcze)","{'4.3.)': 623232.26, '4.3.1)': 618955.55, '4.5.5.)': 110468.55, '6.2.)': 114745.26, '6.3.)': 114745.26, '6.4.)': 114745.26, '8.2.)': 110468.55}",8
